Company Name,Other income,Profit after tax,Total capital,Reserves and funds,Deposits (accepted by commercial banks),Current liabilities & provisions,Income from financial services,Other income.1,Profit after tax.1,Total capital.1,Reserves and funds.1,Deposits (accepted by commercial banks).1,Current liabilities & provisions.1,Income from financial services.1,Other income.2,Profit after tax.2,Total capital.2,Reserves and funds.2,Deposits (accepted by commercial banks).2,Current liabilities & provisions.2,Income from financial services.2,Other income.3,Profit after tax.3,Total capital.3,Reserves and funds.3,Deposits (accepted by commercial banks).3,Current liabilities & provisions.3,Income from financial services.3,Other income.4,Profit after tax.4,Total capital.4,Reserves and funds.4,Deposits (accepted by commercial banks).4,Current liabilities & provisions.4,Income from financial services.4,Other income.5,Profit after tax.5,Total capital.5,Reserves and funds.5,Deposits (accepted by commercial banks).5,Current liabilities & provisions.5,Income from financial services.5,Other income.6,Profit after tax.6,Total capital.6,Reserves and funds.6,Deposits (accepted by commercial banks).6,Current liabilities & provisions.6,Income from financial services.6
Capital Small Finance Bank Ltd.,0,-0.00307951,-0.517747422,-0.289472518,-0.294098049,-0.269297673,-0.284996378,-0.35464238,-0.027010066,-0.491627534,-0.280825092,-0.270270836,-0.275247193,-0.279817689,-0.290295929,-0.064493399,-0.431306515,-0.267705576,-0.256591902,-0.285886901,-0.27347505,-0.254607273,-0.187127108,-0.432248182,-0.260998633,-0.252459986,-0.295199406,-0.267419787,-0.261068046,-0.203071145,-0.429944199,-0.259688054,-0.249646173,-0.253410671,-0.259101608,-0.244432874,-0.178245558,-0.448902191,-0.253834247,-0.250976595,-0.242521288,-0.248302432,-0.263438552,-0.204939259,-0.463863154,-0.230222491,-0.254860254,-0.252940279,-0.248302432
Central Bank Of India Ltd.,1.287457627,-2.511838739,2.044053516,0.495136401,1.06575022,0.336966224,0.768247248,1.409939432,-2.612622958,2.515946793,0.418213983,0.997251904,0.283371835,0.75595542,0.946751457,-0.481023127,2.555524428,0.392642217,0.91250371,0.835086264,0.652637314,0.563071732,-0.506952237,2.484030404,0.302155149,0.785184549,0.164259074,0.616375744,0.921026285,0.047850674,3.377162156,0.333391347,0.72642507,0.214613356,0.569551358,1.061800222,0.096871889,3.250494593,0.300584419,0.673091621,0.197643489,0.514593659,0.918545446,0.137475629,2.982198752,0.252853848,0.621107471,0.145074958,0.514593659
Centurion Bank Of Punjab Ltd. [Merged],-0.386051218,-0.008954916,-0.39509223,-0.296733721,-0.287545787,-0.253633882,-0.277423455,-0.346637861,-0.109796047,-0.39883452,-0.296025313,-0.270836836,-0.258021775,-0.281591369,-0.28296856,-0.082923821,-0.36886457,-0.289446578,-0.262684329,-0.27417813,-0.27865912,-0.254288509,-0.240087939,-0.420845958,-0.276055393,-0.259464709,-0.288773332,-0.275276371,-0.256253802,-0.212640436,-0.400321778,-0.26338301,-0.256941013,-0.243863927,-0.249434479,-0.232226016,-0.179317492,-0.403303042,-0.247857342,-0.243539139,-0.213250459,-0.229296709,-0.247791156,-0.203555568,-0.419310437,-0.228338431,-0.237723024,-0.200977405,-0.229296709
Chase Manhattan Bank N A [Merged],0,-1.39E-17,0,4.71E-17,0,0,-0.30142589,-0.356031766,-0.035752265,-0.489322489,-0.2913866,-0.285949074,-0.278987808,-0.299061002,-0.295735767,-0.072571692,-0.432490523,-0.283606752,-0.273388711,-0.289596778,-0.293206244,-0.258481483,-0.200469806,-0.429881871,-0.276120431,-0.269122751,-0.300269929,-0.288420509,-0.265700822,-0.216610184,-0.427042717,-0.274894506,-0.26716454,-0.258329824,-0.279434,-0.24021124,-0.192655679,-0.442724187,-0.269403917,-0.267954459,-0.24695144,-0.26677899,-0.260229145,-0.218925066,-0.414869131,-0.254847983,-0.272056883,-0.257407598,-0.26677899
Chembur Nagarik Sahakari Bank Ltd.,-0.398476095,-0.010614718,-0.533545498,-0.298053281,-0.305106833,-0.271967087,-0.299037139,-0.354517958,-0.033906994,-0.502965659,-0.289404709,-0.283760777,-0.278006179,-0.297034285,-0.293097914,-0.071060644,-0.441578441,-0.281702742,-0.271071622,-0.288875433,-0.291670487,-0.258579564,-0.199264037,-0.441633551,-0.274342471,-0.267217586,-0.29974817,-0.287970211,-0.264601338,-0.218812194,-0.438155527,-0.273585882,-0.265397933,-0.25772394,-0.279486421,-0.241982341,-0.194829118,-0.456838617,-0.268469162,-0.266653271,-0.246026205,-0.26706651,-0.262122818,-0.219616209,-0.475511106,-0.253570728,-0.270866787,-0.258229035,-0.26706651
Chinatrust Commercial Bank,0,-0.01233817,-0.511208582,-0.300080747,-0.307327432,-0.272709736,-0.301283113,-0.358209161,-0.035875588,-0.486680668,-0.291394227,-0.285935337,-0.279020818,-0.29929386,-0.295864729,-0.073879329,-0.430632946,-0.283768539,-0.27319769,-0.289400048,-0.293336755,-0.261607823,-0.20103135,-0.431474389,-0.276228585,-0.268918962,-0.300251386,-0.289524796,-0.266405345,-0.218745776,-0.429318994,-0.275173218,-0.266959523,-0.258240405,-0.280754586,-0.24414278,-0.195043505,-0.448384505,-0.269758046,-0.26799268,-0.246873953,-0.267898255,-0.263008171,-0.220401471,-0.467685949,-0.255003852,-0.27206512,-0.258672436,-0.267898255
Cho Hung Bank,-0.402431879,-0.012029712,-0.511752661,-0.299890316,-0.306945961,-0.271394843,-0.300897217,-0.35814695,-0.033966372,-0.487092284,-0.291033406,-0.285708056,-0.276531129,-0.299186511,-0.295876452,-0.071489259,-0.43092237,-0.283214332,-0.27311057,-0.287238224,-0.293407636,-0.261681384,-0.197386482,-0.431933673,-0.275257759,-0.26896395,-0.298531372,-0.28968411,-0.267163242,-0.217994742,-0.429724056,-0.274251497,-0.267004348,-0.257823656,-0.280719233,-0.244280193,-0.194409585,-0.448778118,-0.268899255,-0.267908483,-0.245188143,-0.267787278,-0.263346327,-0.219859233,-0.450447459,-0.254254817,-0.271863654,-0.257303097,-0.267787278
Citibank N A,-0.208120604,1.762768893,3.157615068,0.631503888,0.177063716,1.049961537,0.310993355,-0.104760359,1.518468332,2.288914865,0.603752491,0.20057334,0.672029178,0.32351784,-0.070299016,1.446525192,1.521006737,0.593555111,0.209963651,0.935814409,0.361169422,-0.02686257,1.493229488,1.41982947,0.556480942,0.235280527,1.250013517,0.289642592,-0.079962813,0.826478252,1.203427663,0.516934531,0.215374611,0.721644851,0.218799984,0.007613179,0.493239875,1.138207479,0.460414209,0.202445206,0.647426839,0.169080942,6.974647155,1.691799537,1.01210273,0.548838187,0.069752283,0.618531267,0.169080942
Citizencredit Co-Op. Bank Ltd.,-0.402697368,-0.001527423,-0.530834995,-0.281506514,-0.293755791,-0.250607013,-0.288606026,-0.358188424,-0.027010066,-0.5015512,-0.273694953,-0.272829862,-0.25873932,-0.287251,-0.295935071,-0.069171835,-0.441115363,-0.267263674,-0.261051425,-0.269984163,-0.282896234,-0.261730425,-0.19289413,-0.441638543,-0.261485325,-0.259020194,-0.273061743,-0.280106715,-0.265583401,-0.211863857,-0.43834485,-0.261495969,-0.257677635,-0.252656839,-0.273124568,-0.244417606,-0.188530581,-0.457206559,-0.257267735,-0.259746989,-0.244389747,-0.262269958,-0.263413958,-0.214924305,-0.476021876,-0.244778228,-0.265032131,-0.25653162,-0.262269958
City Co-Op. Bank Ltd.,-0.401423021,-0.012225559,-0.544634817,-0.299794066,-0.306927518,-0.272482265,-0.300936116,-0.357317466,-0.03543254,-0.511744287,-0.29102864,-0.285508205,-0.278651621,-0.299173193,3.33E-17,-0.072746044,-0.448061542,-0.283309855,-0.27295965,-0.289738247,-0.293576775,-0.260982555,-0.200542152,-0.448063526,-0.275566508,-0.268726643,-0.300277602,-0.289671379,-0.266736258,-0.218722785,-0.443826407,-0.274629035,-0.266766742,-0.257914159,-0.280786283,0,-0.195498153,-0.462340635,-0.269595225,-0.267770292,-0.246571844,-0.267918643,6.99E-17,-0.22049278,-0.480495104,-0.254890847,-0.271848804,-0.25860041,-0.267918643
City Union Bank Ltd.,0.431972968,0.277461339,-0.480166402,-0.088089008,-0.154372297,-0.178944955,-0.128838661,0.409270807,0.276016317,-0.457972385,-0.064168312,-0.121428499,-0.149803688,-0.118244168,0.149733067,0.099302713,-0.410299584,-0.059044114,-0.119067574,-0.174110173,-0.124964553,0.140145308,0.00305371,-0.41229429,-0.065455878,-0.12683684,-0.199064711,-0.107394259,0.221498515,-0.024866738,-0.412367994,-0.064944706,-0.128905434,-0.153132466,-0.105763982,0.231420851,-0.022282834,-0.431878452,-0.063732567,-0.130895957,-0.15243169,-0.134445329,0.058307568,-0.077920702,-0.452279048,-0.074895626,-0.143073721,-0.174011951,-0.134445329
Coastal Local Area Bank Ltd.,-0.391838874,-0.00964038,-0.523148643,-0.299402337,-0.306505856,-0.272064575,-0.298839108,-0.34614017,-0.029239007,-0.495713749,-0.289278875,-0.284027901,-0.278163413,-0.296957608,-0.288760112,-0.067853301,-0.436984491,-0.281252664,-0.271457218,-0.288971956,-0.291398963,-0.245363113,-0.194478855,-0.437684707,-0.273395394,-0.267380988,-0.299524377,-0.287196192,-0.256477969,-0.214070976,-0.434796148,-0.272109643,-0.265346875,-0.257174417,-0.278797937,-0.234279577,-0.192851585,-0.45370683,-0.26687586,-0.266461351,-0.245667365,-0.266224339,-0.256669285,-0.217771757,-0.472649995,-0.252423579,-0.270496755,-0.257822272,-0.266224339
Commerzbank A G,0,-0.014502278,-0.476951389,-0.30030947,-0.307363712,-0.272706566,-0.30030445,-0.358312846,-0.03565178,-0.457298833,-0.291376114,-0.285525494,-0.278482225,-0.297603316,-0.295841281,-0.074017358,-0.409973324,-0.283768539,-0.272902276,-0.289536359,-0.292084147,-0.258726686,-0.20071096,-0.412059656,-0.276208854,-0.268290915,-0.300188084,-0.287942203,-0.267109869,-0.218497986,-0.412196283,-0.275156101,-0.266765437,-0.257488198,-0.27913837,-0.244127512,-0.195348452,-0.431745821,-0.269823398,-0.26676364,-0.245910435,-0.267458751,-0.262178152,-0.221794995,-0.452167318,-0.255269478,0,-0.259067126,-0.267458751
Commonwealth Bank Of Australia,0,-0.013312509,-0.411196969,-0.300183724,0,-0.272827831,-0.301162438,5.89E-17,-0.043567262,-0.394389077,-0.29229175,-0.285955536,-0.278521317,-0.298976253,-0.295935071,-0.075869844,-0.360071338,-0.284814562,-0.273357076,-0.289419942,-0.293312753,-0.261742685,-0.203305086,-0.36471846,-0.277358353,-0.268978328,-0.299973882,-0.289053037,-0.267248639,-0.220038371,-0.368000405,-0.276366869,-0.267003768,-0.257587914,-0.280005757,-0.244379436,-0.195995309,-0.388799278,-0.270968174,-0.267905863,-0.246477292,-0.267503002,-0.263340179,-0.221877876,-0.410252249,-0.256169619,-0.27198252,-0.258572931,-0.267503002
Cooperatieve Rabobank U A,-0.402777014,-0.079538128,0.661024472,-0.302656218,-0.298196013,-0.263376295,-0.289374281,-0.358105475,-0.147450538,0.400155314,-0.305410461,-0.275310488,-0.266646211,-0.282526839,-0.294926825,-0.036063183,0.192939284,-0.291941799,-0.257049801,-0.272645549,-0.277741416,-0.261485222,-0.218701037,0.159913651,-0.285043118,-0.254325403,-0.28426549,-0.278555404,-0.265498004,-0.218485213,0.092252243,-0.282962952,-0.257059946,-0.246858666,-0.270239271,-0.244440508,-0.212142703,0.058442896,-0.279112584,-0.262268048,-0.234757798,-0.263486067,-0.26161251,-0.214827376,0.005023769,-0.261396193,-0.271863283,-0.246586111,-0.263486067
Corporation Bank [Merged],1.552813713,0.262635731,-0.380184465,0.213122591,0.593296501,0.153095218,0.602671116,1.302272423,0.23098531,-0.387556266,0.20035272,0.567125974,0.218928323,0.516078087,0.792525004,-0.257682294,-0.341485045,0.196503765,0.502067188,0.094249168,0.512068499,1.042161943,-0.007836109,-0.334650335,0.179860999,0.43558802,0.220719,0.396799126,0.8568506,-1.254648303,-0.298267957,0.064270897,0.264329842,0.042757875,0.207365471,0.935013789,-1.365981875,0.049355582,0.159214027,0.215352055,-0.060207963,0.124211188,1.56712232,-0.556567978,-0.003451821,0.016553077,0.204261579,0.079530685,0.124211188
Cosmos Co-Operative Bank Ltd.,-0.402750465,-0.001806505,-0.167083558,-0.220751377,-0.234492215,-0.214210873,-0.229167511,-0.358229898,-0.013741471,-0.23480964,-0.213382152,-0.222061796,-0.214950846,-0.235715826,-0.294868207,-0.063777831,-0.267829229,-0.215073567,-0.215369935,-0.250846059,-0.231745968,-0.26056571,-0.203408438,-0.288092917,-0.215230221,-0.220591049,-0.259758813,-0.226900181,-0.263512529,-0.174825644,-0.29805662,-0.216755058,-0.220350344,-0.22227645,-0.235074744,-0.243249595,-0.122728609,-0.320083952,-0.217415647,-0.224879599,-0.228980843,-0.231294519,-0.263020468,-0.156843026,-0.349047629,-0.213678131,-0.231305942,-0.236839611,-0.231294519
Credit Agricole Corporate & Invst. Bank,-0.398741584,-0.085903151,0.421916588,-0.256547681,-0.298753759,0.280898209,-0.282199188,5.89E-17,-0.159047426,0.219261699,-0.264149653,-0.274400549,0.013350877,-0.277402338,-0.295536463,-0.015638613,0.065745262,-0.252274702,-0.263175111,0.268674562,-0.270442165,-0.246233584,-0.166983871,0.098554308,-0.245873913,-0.248211691,0.46564958,-0.26639152,-0.256467294,-0.162576646,0.159681997,-0.241273665,-0.247756429,0.048821054,-0.261021075,-0.238272189,-0.181555616,0.553838421,-0.23843857,-0.247450455,-0.021076875,-0.247695421,-0.257068924,-0.20926452,0.465985776,-0.229010613,-0.25269111,0.050692953,-0.247695421
Credit Lyonnais,-0.400865495,-0.015084923,-0.508676141,-0.299015784,-0.304240221,-0.268878397,-0.294878485,-0.357110095,-0.028695474,-0.484764787,-0.289954758,-0.282663868,-0.275222869,-0.293225011,-0.291233832,-0.067853301,-0.422634315,-0.282299547,-0.270183867,-0.285399127,-0.28692858,-0.25902093,-0.200297553,-0.400228101,-0.27490297,-0.265809305,-0.296661097,-0.283627265,-0.264366497,-0.217974306,-0.39599377,-0.274358719,-0.264236462,-0.254982286,-0.276027845,-0.239577613,-0.19396233,-0.385222538,-0.268551271,-0.265558544,-0.244220935,-0.264750366,-0.261440358,-0.219245352,-0.408775804,-0.253890691,-0.270047163,-0.256935886,-0.264750366
Credit Suisse A G (Mumbai),-0.392688439,0.104979001,0.576860396,-0.2551298,-0.29375784,-0.22747869,-0.281627639,-0.352257614,0.013311846,0.81545251,-0.244857431,-0.270788478,-0.265631572,-0.278717161,-0.294176503,-0.067871462,0.484952467,-0.241045989,-0.260374723,-0.272028832,-0.275639736,-0.247900966,-0.240418664,0.43694177,-0.244127375,-0.260094322,-0.272563643,-0.256272167,-0.250019837,-0.134673453,0.974989834,-0.236202264,-0.251941891,-0.244497451,-0.231635064,-0.229470121,-0.139618965,0.916227158,-0.227715832,-0.260740595,-0.201687324,-0.233114396,-0.253902555,-0.183977404,0.805065275,-0.216801996,-0.26827529,-0.218646839,-0.233114396
D B S Bank India Ltd.,0,-1.39E-17,0,4.71E-17,0,0,-4.02E-17,5.89E-17,0,0,0,0,3.95E-17,-0.284899412,-0.295102682,-0.066269606,2.201842852,-0.245595821,-0.145542413,0.278977485,-0.155464421,-0.258432442,-0.162932487,2.065727529,-0.239772724,-0.155226949,0.472568638,-0.127116832,-0.25752408,-0.139407007,2.495802659,-0.2052258,-0.117854707,0.160690186,-0.121047487,-0.226981418,-0.164759517,2.641657386,-0.191845741,-0.139855285,0.10756819,-0.111642074,-0.241673608,-0.188558332,2.414346138,-0.189703606,-0.12980558,0.243425508,-0.111642074
D B S Bank Ltd.,-0.393007025,0.151884326,0.898688073,-0.23894837,-0.247193006,0.20250317,-0.172008122,-0.348753045,0.095915128,0.579956279,-0.221332121,-0.219686144,0.193637041,-0.186310277,-0.293027572,-0.072894969,0.889556908,-0.220404796,-0.207229224,0.403656627,-0.193758583,-0.257831694,-0.295791034,0.820788361,-0.232472345,-0.213562042,0.006480753,-0.204476907,-0.251482257,-0.216868192,0.968984337,-0.236292046,-0.199251156,-0.016548887,-0.183869043,-0.240371555,-0.193178709,0.910387147,-0.230687388,-0.197454853,0.082876031,-0.203776266,-0.261698586,-0.295462105,0.996919292,-0.236286209,-0.204409187,-0.073687953,-0.203776266
D C B Bank Ltd.,-0.313307278,0.110702625,-0.241157441,-0.170729698,-0.19556873,-0.155550324,-0.15390507,-0.254108933,0.115505146,-0.281277244,-0.157649437,-0.164277998,-0.147315736,-0.143914697,-0.218452546,0.051577581,-0.285747215,-0.149860029,-0.158611961,-0.193817101,-0.150923156,-0.148017455,-0.083417171,-0.294148477,-0.150244783,-0.174232748,-0.194506355,-0.149807811,-0.148013377,-0.14407159,-0.30801148,-0.154529229,-0.166591845,-0.151696878,-0.14281567,-0.191338002,-0.108298157,-0.33028365,-0.151106933,-0.160129278,-0.134382222,-0.133885117,-0.241716646,-0.144351885,-0.35701644,-0.152156615,-0.157699619,-0.159458815,-0.133885117
Deccan Merchants Co-Op. Bank Ltd.,-0.402458428,-0.012010127,-0.545040404,-0.299677116,-0.307050841,-0.272727173,-0.301146524,-0.357939579,-0.035642645,-0.512238225,-0.290797943,-0.285617973,-0.279029505,-0.299350763,-0.295641977,-0.073632331,-0.448587768,-0.28312053,-0.273024055,-0.289789087,-0.293561774,-0.25985462,-0.200555933,-0.448198316,-0.275654931,-0.268744217,-0.299883086,-0.289683019,-0.265241814,-0.218457113,-0.443874839,-0.274667789,-0.266786168,-0.25796185,-0.280808227,-0.243341204,-0.19509895,-0.462220839,-0.269370962,-0.267806969,-0.246611972,-0.267942043,-0.262915947,-0.220386019,-0.480327508,-0.254717444,-0.271854814,-0.258655366,-0.267942043
Dena Bank [Merged],0.31497204,0.380839109,-0.199629375,-0.086510711,0.052007774,-0.125260233,0.111258621,0.103937787,0.334265675,-0.25095992,-0.033345562,0.130028606,-0.100606699,0.1265918,0.125066214,0.126668658,-0.166083484,0.000435448,0.142463234,-0.103389668,0.128481825,0.107214522,-0.109716722,-0.16903852,-0.024883962,0.101295724,-0.10173368,0.112981838,0.07418906,-0.457985704,-0.151291787,-0.066146107,0.073302703,-0.117681183,0.056378567,0.026851004,-0.355155354,-0.126781722,-0.099410791,0.030334336,-0.115978527,-0.044635621,0.009145848,-0.490763319,0.41961344,-0.104848574,-0.025963193,-0.177250237,-0.044635621
Deutsche Bank A G,-0.210217965,0.470634898,3.902775781,0.06996325,-0.12633921,0.988240037,-0.052330569,-0.199155625,0.379785405,3.030024131,0.050421529,-0.083296581,0.45067791,-0.025007549,-0.20015171,0.361861772,3.543960532,0.076419015,-0.063475571,1.040992933,-0.020479835,-0.138785556,0.153988461,3.338972568,0.067284611,-0.077719746,1.641480305,0.002938736,-0.201268947,0.170938421,3.272449009,0.077687195,-0.075168217,0.618390333,0.005137512,-0.170344343,0.07682672,3.14874149,0.076431609,-0.058827088,0.439670467,-0.047183217,-0.225847912,-0.014542067,2.887295279,0.045067922,-0.109632085,0.580810523,-0.047183217
Dhanlaxmi Bank Ltd.,-0.204191369,-0.024568807,-0.295634588,-0.274395896,-0.256518445,-0.255060529,-0.25760266,-0.20597813,-0.030545312,-0.323591277,-0.267180164,-0.240588266,-0.25884617,-0.258152568,-0.209343161,-0.049818802,-0.315957835,-0.259059433,-0.232185303,-0.263703528,-0.255915668,-0.197254252,-0.188363883,-0.322868702,-0.253902869,-0.231720508,-0.27679462,-0.252419894,-0.224496873,-0.209884092,-0.333534841,-0.254350536,-0.23121603,-0.239888285,-0.246964895,-0.207453498,-0.186421828,-0.35530799,-0.250153874,-0.233185989,-0.231968255,-0.23866531,-0.230760395,-0.212484234,-0.380874989,-0.238354065,-0.239053471,-0.244824996,-0.23866531
Doha Bank Q S C,-0.402352232,-0.017067872,-0.244995671,-0.299892903,-0.303556497,-0.27075523,-0.298501394,-0.355803658,-0.041105378,-0.285281137,-0.291766963,-0.282790112,-0.277395484,-0.295930528,-0.295595081,-0.068379988,-0.289020339,-0.28324187,-0.269757376,-0.287697999,-0.28984558,-0.261485222,-0.199491411,-0.297313542,-0.27562497,-0.264926825,-0.2980467,-0.286455636,-0.26667221,-0.221101058,-0.310996617,-0.274975568,-0.263716802,-0.256172919,-0.278626959,-0.244356533,-0.195424227,-0.333406879,-0.269805524,-0.265704305,-0.244918782,-0.266317708,-0.239214292,-0.215639329,-0.360448177,-0.25412471,-0.270383389,-0.257106585,-0.266317708
Dombivli Nagari Sahakari Bank Ltd.,-0.36675018,0.040383807,-0.417399469,-0.285337379,-0.287003409,-0.266936572,-0.281317331,-0.326916881,0.031179916,-0.416863262,-0.275158255,-0.266614687,-0.269462531,-0.282055472,-0.267293853,-0.039125234,-0.371364142,-0.269088942,-0.25611431,-0.281361366,-0.278034316,-0.233102955,-0.171972311,-0.376000871,-0.266127169,-0.25544356,-0.294970497,-0.276362471,-0.244810633,-0.187925303,-0.380478102,-0.262856912,-0.255381424,-0.254560118,-0.271213025,-0.228653276,-0.183215266,-0.398579692,-0.261223759,-0.257854427,-0.244623131,-0.260969285,-0.250926783,-0.206377735,-0.420655198,-0.247448559,-0.263494115,-0.257033725,-0.260969285
Dresdner Bank A.G.,0,-0.017072769,-0.514334563,-0.300581144,-0.307093687,-0.270910576,-0.299652892,-0.358209161,-0.036588118,-0.489045584,-0.291473827,-0.285245319,-0.278143433,-0.297493545,3.33E-17,-0.07209949,-0.419113865,-0.283562433,-0.272787376,-0.288950589,-0.292032768,3.48E-17,-0.203122499,-0.413332671,-0.276275354,-0.26851231,-0.298540324,-0.288643476,-3.03E-17,-0.229004791,-0.413319012,-0.275327269,-0.26680887,-0.253630156,-0.279983813,0,-0.205491167,-0.432836813,-0.271310014,-0.268074049,-0.244631433,-0.26815218,6.99E-17,-0.221855399,-0.453184867,-0.256431131,-0.272196376,-0.258970119,-0.26815218
Equitas Small Finance Bank Ltd.,0.238245768,0.003192486,0.449189784,-0.24638241,-0.28127468,-0.234463711,-0.207296121,0.183194973,0.060302311,0.239894842,-0.231896012,-0.247420751,-0.233257793,-0.192098647,0.006726281,0.01478575,0.105227979,-0.211003072,-0.232622414,-0.242298973,-0.167006787,0.010469612,-0.068810138,0.119576535,-0.193761332,-0.216766788,-0.252219526,-0.148448913,-0.160438609,-0.147341395,0.106319371,-0.178547899,-0.212231,-0.197000557,-0.143809843,-0.052298907,-0.089535613,0.011585898,-0.156894765,-0.201757686,-0.178881151,-0.129690017,-0.077200725,-0.108371723,-0.028970373,-0.150525408,-0.188382074,-0.200041891,-0.129690017
Esaf Small Finance Bank Ltd.,-0.254368758,0.000822739,-0.237329103,-0.298461569,-0.295622956,-0.258398883,-0.253573964,-0.246602104,0.005359824,-0.192779995,-0.269193038,-0.267490263,-0.266549786,-0.238590034,-0.262522271,-0.004556386,-0.223978839,-0.255514316,-0.246833896,-0.27861893,-0.229257255,-0.212420068,-0.164865162,-0.224791602,-0.243251914,-0.24038737,-0.281739819,-0.212544819,-0.23786147,-0.205073901,-0.247036314,-0.2441735,-0.230020954,-0.229852715,-0.187685728,-0.201712686,-0.139668865,-0.271254614,-0.234586997,-0.22974376,-0.224500878,-0.172086545,-0.210169774,-0.160824121,-0.276418519,-0.212370784,-0.226112367,-0.238081551,-0.172086545
Excellent Co-Operative Bank Ltd.,-0.402777014,-0.011706564,-0.54494148,-0.299046315,-0.307028952,-0.272338016,-0.301278693,-0.358229898,-0.035464513,-0.512058611,-0.290404711,-0.28562589,-0.278579519,-0.29951098,-0.295911624,-0.073309054,-0.448435163,-0.282814167,-0.273107962,-0.289558463,-0.293790919,-0.261693644,-0.200631724,-0.448517818,-0.275380528,-0.268884326,-0.300102404,-0.28984597,-0.267237964,-0.218674249,-0.444275499,-0.274451731,-0.26690484,-0.258128224,-0.280924346,-0.243906124,-0.195156243,-0.462687185,-0.269190267,-0.267895567,-0.246769253,-0.267991855,-0.263401662,-0.220367757,-0.480910105,-0.254572399,-0.271999504,-0.25883356,-0.267991855
Federal Bank Ltd.,-0.366936022,0.417908025,-0.155737037,0.311351167,0.214197998,-0.068599367,0.257555006,-0.308232757,0.532271474,-0.215822957,0.322330566,0.291565805,0.001540924,0.30780413,-0.263612583,0.48667576,-0.239381466,0.323769107,0.302198586,-0.036014316,0.291014026,-0.234966499,0.346691059,-0.249872502,0.298344555,0.282489931,-0.075851631,0.276078708,-0.215017829,0.263706383,-0.259786988,0.318134191,0.259646176,0.015683296,0.297477716,-0.205468643,0.360861551,-0.282476848,0.318878482,0.290847541,0.035699639,0.308889652,-0.152744754,0.302049085,-0.287475893,0.364133788,0.313728617,0.10017278,0.308889652
Fincare Small Finance Bank Ltd. [Merged],-0.401157532,-0.008142151,-0.508864096,-0.27950958,0,-0.26223577,-0.286453321,-0.356093977,-0.080431574,-0.484906981,-0.277095818,-0.282853063,-0.266621019,-0.272890049,-0.292968953,-0.036669781,-0.419398027,-0.257525037,-0.26567589,-0.275832285,-0.248916067,-0.253368997,-0.151756728,-0.417421297,-0.245533009,-0.254272075,-0.287085289,-0.240467338,-0.256627413,-0.190152858,-0.416924951,-0.244426376,-0.251756532,-0.235609701,-0.231236724,-0.235180396,-0.193905037,-0.369097262,-0.242530883,-0.251250198,-0.220065652,-0.222863311,-0.250275065,-0.206047616,-0.39373602,-0.231509489,-0.253571478,-0.240298557,-0.222863311
Fino Payments Bank Ltd.,-0.383104292,-0.045362849,-0.501820746,-0.290776554,-0.30719079,-0.254978101,-0.286162021,-0.313811036,-0.064367668,-0.479578437,-0.285797457,-0.285761207,-0.245165909,-0.274716595,-0.215720903,-0.085350215,-0.425639064,-0.280074974,-0.272954207,-0.270409307,-0.26806146,-0.144241327,-0.194124015,-0.426921486,-0.272359164,-0.268366353,-0.27259945,-0.25771836,-0.143583418,-0.208136789,-0.408295352,-0.262437068,-0.265719535,-0.234199042,-0.246421482,-0.177734111,-0.183514668,-0.427955162,-0.256823119,-0.265760865,-0.221097894,-0.23581444,-0.216047539,-0.20849471,-0.448631831,-0.243047655,-0.268932961,-0.232002999,-0.23581444
Firstrand Bank Ltd.,-0.347927022,-0.038336842,0.108665574,-0.319262494,-0.305075443,-0.240170299,-0.296878246,-0.284115513,-0.024644099,-0.01772383,-0.307890447,-0.284100822,-0.259517673,-0.295253342,-0.269814468,-0.07319282,-0.100889378,-0.298579373,-0.271408007,-0.284990193,-0.289025385,-0.232257004,-0.199322603,-0.118836784,-0.28862425,-0.26812371,-0.294995434,-0.287004505,-0.244671863,-0.218503095,-0.153590079,-0.286130842,-0.266746794,-0.254599137,-0.280538197,-0.234081092,-0.196425931,-0.180449927,-0.279476767,3.81E-17,-0.245534529,-0.267866746,-0.247403814,-0.218186162,-0.217787702,-0.262196101,0,-0.258111211,-0.267866746
Ganesh Bank Of Kurundwad Ltd. [Merged],0,-1.39E-17,0,4.71E-17,0,0,-0.301414839,-0.35814695,-0.035820778,-0.512919261,-0.291359908,-0.28581042,-0.278986939,-0.299598554,-0.295442672,-0.073672287,-0.44908242,-0.283614067,-0.273215719,-0.28978614,-0.293828047,-0.261252279,-0.201148482,-0.449161814,-0.276096316,-0.268914457,-0.300234122,-0.289793593,-0.266746932,-0.219034438,-0.444918316,-0.27509151,-0.266909508,-0.258366676,-0.280820113,-0.243967196,-0.195525876,-0.463440182,-0.269782065,-0.267866672,-0.246893786,-0.2678825,-0.263334031,-0.220577066,-0.481512654,-0.255043902,-0.271888759,-0.25892682,-0.2678825
